SampleName,ASO Microsynth ID,Test plate #,Avg Exp,Tier
ASO362_10,KQJM121_L17_5-08-4_10uM_P31,31,0.7998709393333333,
ASO362_3,KQJM121_L17_5-08-4_3uM_P31,31,1.1560139950000001,
ASO363_10,KQJM122_L18_4-10-4_10uM_P31,31,1.071987851,
ASO363_3,KQJM122_L18_4-10-4_3uM_P31,31,0.918161505,
ASO365_3,KQJM101_L21_7-08-6_3uM_P31,31,0.296473389,
ASO366_10,KQJM102_L21_6-10-5_10uM_P31,31,0.34382167,
ASO367_10,KQJM103_L21_7-08-6_10uM_P31,31,0.388475698,
ASO367_3,KQJM103_L21_7-08-6_3uM_P31,31,0.34380631066666667,
ASO369_3,KQJM106_L17_5-08-4_3uM_P31,31,0.7763616375,
ASO36_10,KQ904_10,3,1.5823701286666667,
ASO36_3,KQ904_3,3,1.1584156349999999,
ASO370_10,KQJM107_L18_4-10-4_10uM_P31,31,0.6228541403333333,
ASO370_3,KQJM107_L18_4-10-4_3uM_P31,31,0.9539578216666666,
ASO371_10,KQJM108_L17_5-08-4_10uM_P31,31,0.777523344,
ASO371_3,KQJM108_L17_5-08-4_3uM_P31,31,1.1901661586666668,
ASO372_10,KQJM109_L18_4-10-4_10uM_P31,31,1.0761560476666665,
ASO372_3,KQJM109_L18_4-10-4_3uM_P31,31,0.7618575120000001,
ASO373_10,KQJM110_L17_4-10-3_10uM_P32,32,0.7270158856666668,
ASO373_3,KQJM110_L17_4-10-3_3uM_P32,32,0.729806494,
ASO374_10,KQJM118_L23_8-08-7_10uM_P32,32,0.8549432876666666,
ASO374_3,KQJM118_L23_8-08-7_3uM_P32,32,0.6251052883333333,
ASO375_10,KQJM119_L18_4-10-4_10uM_P32,32,0.8358354736666667,
ASO375_3,KQJM119_L18_4-10-4_3uM_P32,32,0.8988706433333333,
ASO376_10,KQJM123_L18_4-10-4_10uM_P32,32,0.6802058783333332,
ASO377_10,KQJM124_L18_5-08-5_10uM_P32,32,0.747295514,
ASO378_3,KQJM125_L17_4-10-3_3uM_P32,32,0.99051385,
ASO379_10,KQJM126_L17_4-10-3_10uM_P32,32,1.2219134163333332,
ASO379_3,KQJM126_L17_4-10-3_3uM_P32,32,1.206543903,
ASO37_3,KQ258_3,4,0.7408864410000001,
ASO380_10,KQJM171_L18_4-10-4_10uM_P32,32,0.86233804,
ASO380_3,KQJM171_L18_4-10-4_3uM_P32,32,1.0118286126666665,
ASO381_10,KQJM172_L19_5-10-4_10uM_P32,32,0.7610342353333334,
ASO382_10,KQJM173_L17_5-08-4_10uM_P32,32,0.5555412193333334,
ASO382_3,KQJM173_L17_5-08-4_3uM_P32,32,0.7512830800000001,
ASO383_3,KQJM174_L18_4-10-4_3uM_P32,32,0.676540454,
ASO384_10,KQJM175_L18_5-08-5_10uM_P32,32,0.6542243883333333,
ASO384_3,KQJM175_L18_5-08-5_3uM_P32,32,0.9498787843333333,
ASO385_10,KQJM130_L19_5-10-4_10uM_P33,33,0.5974270309999999,
ASO386_10,KQJM131_L18_4-10-4_10uM_P33,33,0.5469726383333334,
ASO387_10,KQJM132_L19_5-10-4_10uM_P33,33,0.46518627100000004,
ASO388_3,KQJM133_L18_4-10-4_3uM_P33,33,0.993553367,
ASO389_3,KQJM134_L18_5-08-5_3uM_P33,33,0.8119816533333334,
ASO38_10,KQ332_10,4,0.5524125373333334,
ASO38_3,KQ332_3,4,0.6736080886666667,
ASO390_10,KQJM135_L17_5-08-4_10uM_P33,33,0.6681995433333333,
ASO391_10,KQJM136_L18_4-10-4_10uM_P33,33,0.6182870895,
ASO391_3,KQJM136_L18_4-10-4_3uM_P33,33,0.7278847573333334,
ASO393_10,KQJM138_L17_5-08-4_10uM_P33,33,0.5539905206666667,
ASO393_3,KQJM138_L17_5-08-4_3uM_P33,33,0.9161770526666665,
ASO394_3,KQJM139_L18_4-10-4_3uM_P33,33,0.693500678,
ASO395_10,KQJM140_L17_5-08-4_10uM_P33,33,0.6164215796666667,
ASO395_3,KQJM140_L17_5-08-4_3uM_P33,33,0.736914289,
ASO397_10,KQJM142_L18_5-08-5_10uM_P34,34,0.6619474253333334,
ASO397_3,KQJM142_L18_5-08-5_3uM_P34,34,0.7489197576666666,
ASO398_3,KQJM143_L17_4-10-3_3uM_P34,34,0.5744338293333333,
ASO399_3,KQJM144_L17_4-10-3_3uM_P34,34,0.5183107056666666,
ASO3_3,KQ379_3,1,1.3978917243333333,
ASO400_10,KQJM145_L18_4-10-4_10uM_P34,34,0.5165965726666667,
ASO400_3,KQJM145_L18_4-10-4_3uM_P34,34,0.438153784,
ASO403_10,KQJM148_L17_5-08-4_10uM_P34,34,0.389072574,
ASO404_10,KQJM150_L20_6-08-6_10uM_P34,34,0.24816403566666664,
ASO405_3,KQJM151_L18_5-08-5_3uM_P34,34,0.7408147230000001,
ASO406_10,KQJM152_L19_6-08-5_10uM_P34,34,0.4770729276666667,
ASO407_3,KQJM153_L18_5-08-5_3uM_P34,34,0.47466848166666664,
ASO408_10,KQJM154_L17_5-08-4_10uM_P34,34,0.41004065266666667,
ASO408_3,KQJM154_L17_5-08-4_3uM_P34,34,0.4608911926666666,
ASO409_3,KQJM162_L18_5-08-5_3uM_P35,35,0.318859399,
ASO410_10,KQJM163_L19_5-10-4_10uM_P35,35,0.45345690833333335,
ASO412_10,KQJM165_L19_5-10-4_10uM_P35,35,0.5783859566666667,
ASO413_10,KQJM166_L19_6-08-5_10uM_P35,35,0.5907040323333334,
ASO413_3,KQJM166_L19_6-08-5_3uM_P35,35,0.4548508466666667,
ASO414_3,KQJM167_L18_5-08-5_3uM_P35,35,0.46202691033333326,
ASO415_10,KQJM168_L19_5-10-4_10uM_P35,35,0.6127338046666667,
ASO417_10,KQJM176_L17_4-10-3_10uM_P35,35,0.4281139133333334,
ASO418_10,KQJM177_L17_5-08-4_10uM_P35,35,0.367070153,
ASO419_10,KQJM178_L17_4-10-3_10uM_P35,35,0.8510131099999999,
ASO41_10,KQ254_10,4,0.9047194915000001,
ASO41_3,KQ254_3,4,1.385759967,
ASO421_10,KQ2001_L21_6-10-5_10uM_P36,36,0.665175669,
ASO422_10,KQ2002_L21_6-10-5_10uM_P36,36,0.8560497306666667,
ASO423_3,KQ2003_L21_6-10-5_3uM_P36,36,0.47610888199999996,
ASO426_10,KQ2006_L21_6-10-5_10uM_P36,36,0.9813602473333334,
ASO427_10,KQ2007_L21_6-10-5_10uM_P36,36,0.4970556053333333,
ASO427_3,KQ2007_L21_6-10-5_3uM_P36,36,0.5975852393333333,
ASO429_10,KQ2009_L21_6-10-5_10uM_P36,36,0.38673447133333333,
ASO429_3,KQ2009_L21_6-10-5_3uM_P36,36,0.472008174,
ASO42_10,KQ316_10,4,0.31095953833333334,
ASO42_3,KQ316_3,4,2.2796866343333333,
ASO430_10,KQ2010_L21_6-10-5_10uM_P36,36,0.6828189576666667,
ASO430_3,KQ2010_L21_6-10-5_3uM_P36,36,0.817598793,
ASO431_10,KQ2011_L21_6-10-5_10uM_P36,36,0.353092668,
ASO431_3,KQ2011_L21_6-10-5_3uM_P36,36,0.7719067103333334,
ASO432_10,KQ2012_L21_6-10-5_10uM_P36,36,0.9261796426666667,
ASO432_3,KQ2012_L21_6-10-5_3uM_P36,36,1.0872680336666667,
ASO43_10,KQ253_10,4,3.127298484666666,
ASO43_3,KQ253_3,4,2.4897057425,
ASO44_10,KQ315_10,4,2.484880957666667,
ASO44_3,KQ315_3,4,1.4739397216666668,
ASO45_10,KQJM001_10,4,1.3219291736666667,
ASO45_3,KQJM001_3,4,1.4589042036666668,
ASO46_3,KQJM002_3,4,1.658708772,
ASO47_3,KQJM003_3,4,1.226654057,
ASO48_3,KQJM004_3,4,1.4021251125,
ASO49_10,KQ978_10,5,1.7113443576666665,
ASO49_3,KQ978_3,5,0.7144575816666667,
ASO4_10,KQ378_10,1,0.6008727556666668,
ASO50_10,KQ915_10,5,0.6100785803333333,
ASO50_3,KQ915_3,5,0.7724647363333333,
ASO51_10,KQ914_10,5,1.42415921,
ASO51_3,KQ914_3,5,0.7036447546666666,
ASO52_10,KQ828_10,5,1.2484987216666668,
ASO52_3,KQ828_3,5,0.7412366626666667,
ASO53_10,KQ913_10,5,1.74322624,
ASO53_3,KQ913_3,5,1.5156492775000001,
ASO54_10,KQ912_10,5,2.143692457,
ASO54_3,KQ912_3,5,1.265652371,
ASO55_10,KQ816_10,5,0.7185169893333333,
ASO55_3,KQ816_3,5,0.6486395626666667,
ASO56_10,KQ815_10,5,0.475928952,
ASO56_3,KQ815_3,5,0.4110576766666667,
ASO57_10,KQ814_10,5,1.087246482,
ASO57_3,KQ814_3,5,0.5593900696666667,
ASO58_10,KQ813_10,5,0.7449040506666668,
ASO58_3,KQ813_3,5,0.4517324263333333,
ASO59_10,KQ979_10,5,0.43428226966666666,
ASO59_3,KQ979_3,5,0.40735437133333335,
ASO5_10,KQ377_10,1,1.1034139523333333,
ASO5_3,KQ377_3,1,1.523279702,
ASO60_10,KQ921_10,5,0.5410667816666667,
ASO60_3,KQ921_3,5,0.4047391023333333,
ASO61_3,KQ920_3,6,0.328767957,
ASO62_10,KQ830_10,6,0.354038722,
ASO62_3,KQ830_3,6,0.5322814896666667,
ASO63_10,KQ919_10,6,0.43448642666666665,
ASO63_3,KQ919_3,6,0.4372365056666667,
ASO64_10,KQ829_10,6,1.2604550496666667,
ASO64_3,KQ829_3,6,0.5863776185,
ASO67_10,KQ927_10,6,0.43566953633333333,
ASO67_3,KQ927_3,6,0.7512845663333333,
ASO68_3,KQ104_3,6,0.6179399566666667,
ASO69_10,KQ926_10,6,0.6124473199999999,
ASO69_3,KQ926_3,6,0.8722164663333333,
ASO6_10,KQ281_10,1,1.2632619986666667,
ASO70_10,KQ925_10,6,0.9085133763333334,
ASO70_3,KQ925_3,6,1.235736327,
ASO71_10,KQJM063_10,6,0.671450536,
ASO71_3,KQJM063_3,6,1.1144107943333335,
ASO72_10,KQJM064_10,6,0.41112524933333333,
ASO73_10,KQ981_10,7,0.6561163766666667,
ASO73_3,KQ981_3,7,0.573795278,
ASO74_10,KQ408_10,7,1.6056789356666668,
ASO74_3,KQ408_3,7,0.5972056163333334,
ASO75_10,KQ407_10,7,0.7257350345,
ASO75_3,KQ407_3,7,0.776332779,
ASO76_10,KQ406_10,7,1.088947842,
ASO76_3,KQ406_3,7,0.7151818986666667,
ASO77_10,KQ405_10,7,1.1998148266666666,
ASO77_3,KQ405_3,7,0.742653407,
ASO78_10,KQ285_10,7,2.6117310603333332,
ASO79_10,KQ261_10,7,1.753235033,
ASO79_3,KQ261_3,7,0.944534823,
ASO7_10,KQ973_10,1,0.8579799386666668,
ASO80_10,KQ341_10,7,0.5430321760000001,
ASO80_3,KQ341_3,7,0.42098881466666666,
ASO81_10,KQ260_10,7,0.6833948063333333,
ASO81_3,KQ260_3,7,0.43875141599999995,
ASO83_10,KQ982_10,7,0.8468974019999999,
ASO83_3,KQ982_3,7,0.7932651816666666,
ASO84_10,KQ415_10,7,0.8403980369999999,
ASO84_3,KQ415_3,7,0.7955084113333334,
ASO85_10,KQ414_10,8,1.226538905,
ASO85_3,KQ414_3,8,0.660407857,
ASO86_10,KQ413_10,8,1.3869905213333331,
ASO86_3,KQ413_3,8,0.7339864309999999,
ASO87_10,KQ412_10,8,0.996066622,
ASO87_3,KQ412_3,8,1.178828775,
ASO88_10,KQ286_10,8,1.4650086316666666,
ASO88_3,KQ286_3,8,1.84230752,
ASO89_10,KQ937_10,8,1.1293475716666668,
ASO89_3,KQ937_3,8,1.0207956256666666,
ASO90_10,KQ936_10,8,1.118720341,
ASO90_3,KQ936_3,8,1.2458247423333333,
ASO91_10,KQ935_10,8,1.25312631,
ASO91_3,KQ935_3,8,1.2963098343333332,
ASO92_10,KQ934_10,8,1.1046666073333336,
ASO92_3,KQ934_3,8,0.8769167653333333,
ASO93_10,KQ933_10,8,1.0369496006666665,
ASO93_3,KQ933_3,8,0.9992398983333333,
ASO94_10,KQ932_10,8,1.0463913009999999,
ASO94_3,KQ932_3,8,1.2127654123333333,
ASO95_10,KQJM069_10,8,0.777898737,
ASO95_3,KQJM069_3,8,0.7070475463333333,
ASO96_10,KQJM070_10,8,1.0369918194999999,
ASO96_3,KQJM070_3,8,1.311837081,
ASO97_10,KQ307_10,9,1.0202598636666667,
ASO97_3,KQ307_3,9,1.3062112529999999,
ASO98_10,KQ246_10,9,0.6620623353333334,
ASO98_3,KQ246_3,9,0.7684682863333334,
ASO99_10,KQ306_10,9,0.7427849135,
ASO99_3,KQ306_3,9,0.5803332073333333,
ASO9_3,KQ372_3,1,1.1921040146666666,
