Unnamed: 0,WT,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,MT,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Total,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,10uM,,,,3uM,,,,10uM,,,,3uM,,,,10uM,,,,3uM,
ID,N1,N2,N3,N4,,,,,N1,N2,N3,N4,,,,,N1,N2,N3,N4,,
Naïve_P2.3-1,0.9507196636101629,0.9090803933703056,1.0319227997928044,1.1212385582049766,,,,,0.8006925827540285,1.0071798916513386,1.1137184664091804,1.113401308548915,,,,,0.8831458429451631,1.028414959147707,1.0143973827691608,1.0854031203749301,,
Ionis1375651_10uM_P2.3-1,0.1252909544595871,0.10362698549431025,,,,,,,0.12655527156328522,0.0859566802314227,,,,,,,0.0385050238485477,0.04306168097543263,,,,
Ionis1375651_3uM_P2.3-1,,,,,0.36342199202776343,0.30617981667660243,,,,,,,0.32645068170078956,0.24822695303773468,,,,,,,0.30270663018807276,0.24981488283909659
Ionis676630_10uM_P2.3-1,0.5415982592244898,0.43940210624477904,,,,,,,0.44239580441301274,0.4118043951167059,,,,,,,0.32744456211827566,0.2169614314209441,,,,
Ionis676630_3uM_P2.3-1,,,,,0.7314397281032798,0.6811506210863113,,,,,,,0.8340647421400261,0.6369108723483046,,,,,,,0.7290591574894755,0.6366660435697755
KQ2007_L21_6-10-5_10uM_P2.3-1,0.2944085233448962,0.3287406935789576,,,,,,,0.23547488333302072,0.2227447234703617,,,,,,,0.20460758670509654,0.22785338668335614,,,,
KQ2007_L21_6-10-5_3uM_P2.3-1,,,,,0.4965821847244882,0.5301353702228098,,,,,,,0.3658009646928517,0.3871022178822431,,,,,,,0.3897839529941266,0.42929873987649925
KQ2019_L21_6-10-5_10uM_P2.3-1,0.5326762394382333,0.5740663550238233,,,,,,,0.26402727312067353,0.2652868858409869,,,,,,,0.28596337832667773,0.35342220510771255,,,,
KQ2019_L21_6-10-5_3uM_P2.3-1,,,,,0.7034582959831982,0.6239925944433902,,,,,,,0.4182084584585262,0.3522548466658205,,,,,,,0.530010154571544,0.4616209060296051
KQ2061_L20_6-08-6_10uM_P2.3-1,0.7425832372875298,0.8012331664974529,,,,,,,0.5987952419744093,0.6229574647589678,,,,,,,0.47164541180084146,0.5672330824967189,,,,
KQ2061_L20_6-08-6_3uM_P2.3-1,,,,,0.8311757098435135,0.7051860820251613,,,,,,,0.6844956418787959,0.6069069826667481,,,,,,,0.7236035557624018,0.6389176093737207
KQ2063_L21_7-08-6_10uM_P2.3-1,0.5333509949215082,0.5947958176559502,,,,,,,0.30022774166979893,0.25634101705517803,,,,,,,0.39354846272132954,0.33772079022401896,,,,
KQ2063_L21_7-08-6_3uM_P2.3-1,,,,,0.7288502570400212,0.6591235549358182,,,,,,,0.3734507298907278,0.36570566305730273,,,,,,,0.5778854008431389,0.46117041949862786
KQ2070_L20_6-08-6_10uM_P2.3-1,0.43958758323251146,0.4807781450090878,,,,,,,0.2797795924379162,0.36484558586894433,,,,,,,0.2854595166432556,0.38771542980248597,,,,
KQ2070_L20_6-08-6_3uM_P2.3-1,,,,,0.6395966050057871,0.5754321143569917,,,,,,,0.4306133475805296,0.46071456685276413,,,,,,,0.5212539390299071,0.48754515969837525
KQ2071_L20_6-08-6_10uM_P2.3-1,0.6156663369538625,0.6776722295783054,,,,,,,0.32428774992993975,0.40169635990225455,,,,,,,0.26950622739197116,0.4854021681487607,,,,
KQ2071_L20_6-08-6_3uM_P2.3-1,,,,,0.7678245784625695,0.6729870998992721,,,,,,,0.48549926806089705,0.4388508440937673,,,,,,,0.6650297652772346,0.5355881475308281
KQ258_L20_5-10-5_10uM_P2.3-1,0.29250888039119843,0.29284029793717115,,,,,,,0.20646694056733533,0.221253820569269,,,,,,,0.16040587822092864,0.1983490229492656,,,,
KQ258_L20_5-10-5_3uM_P2.3-1,,,,,0.5794726911499261,0.46078449406094185,,,,,,,0.36051757034162696,0.37237703015362794,,,,,,,0.42440350618311873,0.4155257982783555
KQ332_L20_5-10-5_10uM_P2.3-1,0.3074955743906892,0.3626940145062813,,,,,,,0.2180937296245567,0.24501480040572718,,,,,,,0.2286204227004744,0.2543670078950927,,,,
KQ332_L20_5-10-5_3uM_P2.3-1,,,,,0.49902295248471557,0.503396495464255,,,,,,,0.3376639347631976,0.3421969614561831,,,,,,,0.39164147852386794,0.4756085328743042
KQJM084_L18_4-10-4_10uM_P2.3-1,0.47155051944959403,0.535092603916974,,,,,,,0.33028485641969446,0.4098636068424152,,,,,,,0.3885567153865017,0.4777707425957687,,,,
KQJM084_L18_4-10-4_3uM_P2.3-1,,,,,0.7727752180145522,0.7298083931313064,,,,,,,0.5445570684454769,0.5371246160556755,,,,,,,0.6569628806232507,0.6676144614311067
KQJM085_L18_5-08-5_10uM_P2.3-1,0.38120628354361963,0.4577138879352859,,,,,,,0.39170309773719064,0.42167416900696203,,,,,,,0.17574526787302638,0.26336468615768277,,,,
KQJM085_L18_5-08-5_3uM_P2.3-1,,,,,0.5487789881904717,0.5083599299341846,,,,,,,0.45895495286793997,0.4775244074532188,,,,,,,0.4264098917345172,0.42079136692253544
